row,utt_id,subset,char_sub,char_del,char_ins,char_ref,word_sub,word_del,word_ins,word_ref
4c,tr-006_00676,test_mixed,4,1,0,33,1,1,0,12
4c,tr-010_02545,test_mixed,13,8,2,45,9,0,2,9
4c,tr-011_02872,test_mixed,14,12,8,147,13,3,3,41
4c,tr-010_02825,test_mixed,3,4,0,75,3,1,0,16
4c,tr-009_02231,test_mixed,7,18,1,154,9,8,0,42
4c,tr-007_01401,test_mixed,3,10,5,73,9,2,1,22
4c,tr-007_01484,test_mixed,3,4,5,133,3,1,2,38
4c,tr-007_01348,test_mixed,3,2,1,42,3,0,2,8
4c,tr-009_02028,test_mixed,21,4,6,43,8,0,5,8
4c,tr-009_02163,test_mixed,4,10,2,94,3,4,0,26
4c,tr-008_01576,test_mixed,4,181,0,439,7,46,0,103
4c,tr-006_01017,test_mixed,10,15,0,127,5,3,0,33
4c,tr-011_03267,test_mixed,4,10,21,98,5,5,4,34
4c,tr-006_00680,test_mixed,4,5,2,54,4,2,2,18
4c,tr-006_00605,test_mixed,4,1,2,42,4,0,1,10
4c,tr-008_01847,test_mixed,5,1,1,46,3,1,0,8
4c,tr-011_03237,test_mixed,3,8,1,58,3,2,0,15
4c,tr-009_02219,test_mixed,4,10,6,36,4,3,2,10
4c,tr-008_01677,test_mixed,1,15,0,92,4,7,0,25
4c,tr-006_01075,test_mixed,6,9,1,54,3,5,0,14
4c,tr-006_01025,test_mixed,0,1,4,47,2,1,1,13
4c,tr-008_01863,test_mixed,7,3,0,34,4,1,0,8
4c,tr-010_02746,test_mixed,2,20,1,62,2,7,2,17
4c,tr-006_01009,test_mixed,0,1,0,29,0,1,0,9
4c,tr-009_02007,test_mixed,5,6,0,24,4,2,0,7
4c,tr-007_01398,test_mixed,3,1,0,32,4,0,2,6
4c,tr-006_00996,test_mixed,10,13,0,47,5,0,2,6
4c,tr-011_03110,test_mixed,6,11,4,78,7,4,1,24
4c,tr-008_01705,test_mixed,7,5,5,95,5,4,0,25
4c,tr-007_01395,test_mixed,11,24,1,80,9,7,0,19
4c,tr-005_00319,test_mixed,4,3,1,38,3,1,0,11
4c,tr-008_01798,test_mixed,4,4,2,25,3,0,0,6
4c,tr-007_01214,test_mixed,6,6,2,41,3,1,3,10
4c,tr-006_00487,test_mixed,3,17,0,59,2,1,0,14
4c,tr-007_01427,test_mixed,31,76,12,265,35,8,3,62
4c,tr-011_03153,test_spanish_only,2,3,0,51,1,2,0,17
4c,tr-010_02781,test_spanish_only,5,7,0,78,6,0,2,19
4c,tr-011_03254,test_spanish_only,1,0,2,209,2,0,1,61
4c,tr-005_00124,test_spanish_only,5,6,4,78,5,3,1,21
4c,tr-005_00131,test_spanish_only,6,19,0,91,7,0,0,18
4c,tr-010_02555,test_spanish_only,4,12,1,97,7,2,1,26
4c,tr-010_02703,test_spanish_only,0,8,2,89,2,1,0,26
4c,tr-009_02202,test_spanish_only,2,7,1,61,3,2,0,17
4c,tr-011_02955,test_spanish_only,2,6,0,117,1,2,0,32
4c,tr-011_03044,test_spanish_only,0,1,0,24,1,0,0,5
4c,tr-006_00650,test_spanish_only,5,16,1,88,9,3,0,26
4c,tr-007_01147,test_spanish_only,1,2,0,65,3,0,0,17
4c,tr-010_02797,test_spanish_only,1,2,3,61,2,1,2,17
4c,tr-010_02815,test_spanish_only,1,11,0,74,1,3,0,19
4c,tr-011_02948,test_spanish_only,2,1,4,78,3,1,0,22
4c,tr-005_00161,test_spanish_only,2,10,1,58,5,3,0,19
4c,tr-011_03246,test_spanish_only,2,9,1,96,4,3,0,26
4c,tr-006_00668,test_spanish_only,1,7,1,71,4,1,0,16
4c,tr-011_02964,test_spanish_only,4,12,0,74,2,3,0,19
4c,tr-006_00654,test_spanish_only,9,24,7,136,8,6,2,39
4c,tr-011_03277,test_spanish_only,0,2,0,15,0,1,0,5
4c,tr-010_02694,test_spanish_only,0,5,0,43,0,3,0,15
4c,tr-011_03021,test_spanish_only,3,5,1,65,4,0,0,17
4c,tr-011_03259,test_spanish_only,1,1,0,46,0,1,1,13
4c,tr-006_01024,test_spanish_only,2,13,1,78,3,2,1,20
5,tr-005_00322,test_guarani_only,7,4,13,24,5,0,1,5
5,tr-009_02047,test_guarani_only,21,5,7,42,5,0,9,5
5,tr-007_01213,test_guarani_only,15,4,4,51,6,0,6,7
5,tr-010_02466,test_guarani_only,7,8,1,32,5,0,3,5
5,tr-008_01948,test_guarani_only,4,2,3,32,5,0,0,7
5,tr-007_01347,test_guarani_only,11,3,5,25,6,0,1,6
5,tr-007_01328,test_guarani_only,11,6,5,31,6,0,1,6
5,tr-010_02424,test_guarani_only,6,2,6,29,5,0,3,6
5,tr-007_01189,test_guarani_only,17,8,5,53,9,0,1,9
5,tr-007_01154,test_guarani_only,10,5,1,26,6,0,0,6
5,tr-008_01774,test_guarani_only,26,11,2,51,7,0,1,7
5,tr-009_02005,test_guarani_only,13,5,3,30,6,0,0,6
5,tr-010_02397,test_guarani_only,5,10,0,22,3,2,0,6
5,tr-010_02510,test_guarani_only,8,10,3,33,7,0,1,7
5,tr-008_01884,test_guarani_only,5,6,2,46,6,0,1,7
5,tr-010_02395,test_guarani_only,17,2,11,40,9,0,3,9
5,tr-009_02044,test_guarani_only,1,1,0,48,2,0,2,8
5,tr-010_02472,test_guarani_only,16,2,11,32,6,0,3,6
5,tr-005_00207,test_guarani_only,3,0,4,12,3,0,0,3
5,tr-008_01937,test_guarani_only,11,3,1,36,6,0,3,6
5,tr-010_02406,test_guarani_only,5,3,6,19,5,0,1,5
5,tr-009_02359,test_guarani_only,8,2,1,27,4,0,5,4
5,tr-007_01208,test_guarani_only,19,14,5,55,11,0,1,11
5,tr-010_02415,test_guarani_only,18,5,2,69,9,1,0,12
5,tr-008_01881,test_guarani_only,2,0,2,15,4,0,0,4
5,tr-010_02520,test_jehea,9,4,5,36,6,0,3,6
5,tr-008_01885,test_jehea,2,2,5,24,4,0,1,6
5,tr-010_02529,test_jehea,23,10,10,87,15,1,2,20
5,tr-007_01440,test_jehea,17,5,6,118,11,1,4,32
5,tr-009_02080,test_jehea,25,3,7,75,12,0,5,16
5,tr-009_02023,test_jehea,10,9,1,114,9,1,1,17
5,tr-007_01396,test_jehea,34,19,13,111,22,0,9,23
5,tr-008_01771,test_jehea,4,10,1,106,9,0,4,16
5,tr-008_01742,test_jehea,9,3,4,29,4,0,3,5
5,tr-007_01490,test_jehea,22,6,8,96,9,2,4,22
5,tr-010_02454,test_jehea,30,10,13,108,19,1,3,23
5,tr-010_02536,test_jehea,12,6,10,101,9,1,4,21
5,tr-007_01215,test_jehea,24,19,17,157,20,2,3,27
5,tr-007_01243,test_jehea,3,3,1,65,4,0,1,16
5,tr-009_02087,test_jehea,14,10,8,91,11,1,3,19
5,tr-008_01968,test_jehea,11,4,5,61,7,1,3,14
5,tr-006_00990,test_jehea,12,9,4,84,9,1,3,23
5,tr-005_00374,test_jehea,12,9,5,80,12,2,2,19
5,tr-005_00406,test_jehea,17,17,18,106,14,2,6,23
5,tr-005_00364,test_jehea,18,18,0,81,12,1,0,17
5,tr-005_00194,test_jehea,12,8,3,77,6,1,2,15
5,tr-005_00323,test_jehea,18,7,10,84,16,0,2,19
5,tr-010_02531,test_jehea,1,2,5,33,3,1,0,7
5,tr-005_00258,test_jehea,7,1,5,53,5,0,4,13
5,tr-005_00198,test_jehea,17,12,5,67,10,0,0,13
5,tr-005_00276,test_jehea,10,4,1,59,7,0,2,11
5,tr-005_00293,test_jehea,12,3,17,54,6,0,9,10
5,tr-005_00203,test_jehea,14,8,3,76,6,0,2,12
5,tr-005_00345,test_jehea,13,8,7,43,9,0,3,11
5,tr-005_00348,test_jehea,12,14,4,51,10,0,1,10
5,tr-005_00403,test_jehea,2,9,0,64,4,2,2,13
5,tr-006_00693,test_jehea,67,417,2,634,48,112,0,176
5,tr-005_00267,test_jehea,9,2,5,25,4,0,1,5
5,tr-010_02425,test_mixed,5,2,6,40,4,0,2,7
5,tr-005_00340,test_mixed,6,0,11,26,6,0,2,8
5,tr-007_01128,test_mixed,3,1,0,65,2,0,0,22
5,tr-008_01702,test_mixed,2,22,3,53,2,8,1,16
5,tr-005_00370,test_mixed,5,5,5,52,7,0,1,14
5,tr-005_00010,test_mixed,20,15,7,173,14,0,2,42
5,tr-008_01864,test_mixed,15,2,13,26,5,0,1,5
5,tr-008_01853,test_mixed,11,10,8,38,8,1,0,9
5,tr-007_01383,test_mixed,12,13,6,100,12,5,1,23
5,tr-011_02995,test_mixed,4,13,0,72,4,5,0,20
5,tr-009_02339,test_mixed,7,4,11,70,11,0,2,19
5,tr-009_02077,test_mixed,27,11,7,89,12,0,8,16
5,tr-008_01931,test_mixed,4,4,0,56,2,1,0,13
5,tr-005_00413,test_mixed,15,6,12,65,7,0,5,14
5,tr-008_01800,test_mixed,12,12,4,71,7,3,3,16
5,tr-011_02953,test_mixed,2,9,3,80,4,1,0,22
5,tr-006_00892,test_mixed,15,8,8,83,8,0,5,20
5,tr-007_01421,test_mixed,18,10,6,78,13,1,2,20
5,tr-007_01533,test_mixed,15,5,1,161,14,4,3,33
5,tr-006_00995,test_mixed,7,11,1,89,5,4,0,26
5,tr-009_02340,test_mixed,6,0,5,75,7,1,0,18
5,tr-005_00086,test_mixed,3,23,1,50,3,5,0,13
5,tr-005_00206,test_mixed,15,4,15,60,9,0,4,12
5,tr-005_00286,test_mixed,14,14,9,64,10,0,4,11
5,tr-005_00347,test_mixed,25,23,3,67,11,2,0,14
5,tr-005_00311,test_mixed,18,7,11,79,15,0,8,18
5,tr-005_00232,test_mixed,7,5,2,43,4,0,0,11
5,tr-006_00641,test_mixed,24,492,1,634,25,128,0,173
5,tr-007_01492,test_mixed,1,0,0,42,1,0,0,10
5,tr-008_01729,test_mixed,4,10,2,41,2,4,1,11
5,tr-006_00897,test_mixed,14,4,2,41,6,0,5,9
5,tr-010_02819,test_mixed,3,7,5,47,4,1,2,11
5,tr-006_00676,test_mixed,3,2,0,33,1,1,0,12
5,tr-010_02545,test_mixed,18,5,7,45,9,0,4,9
5,tr-011_02872,test_mixed,19,10,10,147,16,0,4,41
5,tr-010_02825,test_mixed,3,3,0,75,2,1,0,16
5,tr-009_02231,test_mixed,6,19,3,154,9,7,0,42
5,tr-007_01401,test_mixed,7,5,5,73,7,1,2,22
5,tr-007_01484,test_mixed,2,0,5,133,1,0,1,38
5,tr-007_01348,test_mixed,6,0,0,42,3,0,2,8
5,tr-009_02028,test_mixed,14,8,12,43,8,0,5,8
5,tr-009_02163,test_mixed,3,6,6,94,6,1,2,26
5,tr-008_01576,test_mixed,128,82,59,439,54,21,1,103
5,tr-006_01017,test_mixed,7,7,0,127,4,3,0,33
5,tr-011_03267,test_mixed,6,10,23,98,5,4,4,34
5,tr-006_00680,test_mixed,2,2,2,54,4,0,1,18
5,tr-006_00605,test_mixed,4,0,3,42,3,0,1,10
5,tr-008_01847,test_mixed,6,1,4,46,5,1,2,8
5,tr-011_03237,test_mixed,6,1,5,58,5,0,2,15
5,tr-009_02219,test_mixed,3,1,8,36,3,0,1,10
5,tr-008_01677,test_mixed,0,9,2,92,3,4,0,25
5,tr-006_01075,test_mixed,4,9,3,54,5,4,0,14
5,tr-006_01025,test_mixed,3,2,8,47,6,2,1,13
5,tr-008_01863,test_mixed,4,3,0,34,3,1,0,8
5,tr-010_02746,test_mixed,1,1,5,62,5,1,2,17
5,tr-006_01009,test_mixed,0,0,4,29,1,0,0,9
5,tr-009_02007,test_mixed,8,1,0,24,6,0,0,7
5,tr-007_01398,test_mixed,7,0,5,32,4,0,1,6
5,tr-006_00996,test_mixed,7,15,4,47,5,0,3,6
5,tr-011_03110,test_mixed,9,8,7,78,9,2,1,24
5,tr-008_01705,test_mixed,6,3,6,95,5,2,0,25
5,tr-007_01395,test_mixed,16,18,7,80,14,3,1,19
5,tr-005_00319,test_mixed,6,4,0,38,2,2,0,11
5,tr-008_01798,test_mixed,4,3,3,25,3,0,0,6
5,tr-007_01214,test_mixed,6,3,1,41,4,0,1,10
5,tr-006_00487,test_mixed,2,1,0,59,1,0,0,14
5,tr-007_01427,test_mixed,25,122,23,265,18,27,3,62
5,tr-011_03153,test_spanish_only,0,3,2,51,0,2,1,17
5,tr-010_02781,test_spanish_only,3,7,2,78,5,1,0,19
5,tr-011_03254,test_spanish_only,1,2,2,209,2,0,1,61
5,tr-005_00124,test_spanish_only,4,7,6,78,5,3,2,21
5,tr-005_00131,test_spanish_only,5,5,6,91,6,0,2,18
5,tr-010_02555,test_spanish_only,1,3,5,97,3,1,1,26
5,tr-010_02703,test_spanish_only,0,3,2,89,2,0,0,26
5,tr-009_02202,test_spanish_only,2,6,4,61,3,2,0,17
5,tr-011_02955,test_spanish_only,2,8,2,117,2,3,0,32
5,tr-011_03044,test_spanish_only,0,1,2,24,2,0,0,5
5,tr-006_00650,test_spanish_only,4,11,3,88,8,2,1,26
5,tr-007_01147,test_spanish_only,1,2,0,65,3,0,0,17
5,tr-010_02797,test_spanish_only,1,1,4,61,3,0,2,17
5,tr-010_02815,test_spanish_only,1,3,3,74,1,1,2,19
5,tr-011_02948,test_spanish_only,0,0,0,78,0,0,0,22
5,tr-005_00161,test_spanish_only,3,4,2,58,6,1,0,19
5,tr-011_03246,test_spanish_only,3,4,6,96,5,0,1,26
5,tr-006_00668,test_spanish_only,0,5,3,71,4,1,2,16
5,tr-011_02964,test_spanish_only,6,2,3,74,4,1,0,19
5,tr-006_00654,test_spanish_only,17,5,12,136,10,2,6,39
5,tr-011_03277,test_spanish_only,0,0,0,15,0,0,0,5
5,tr-010_02694,test_spanish_only,0,1,3,43,1,1,0,15
5,tr-011_03021,test_spanish_only,5,4,1,65,4,0,0,17
5,tr-011_03259,test_spanish_only,0,3,0,46,1,1,0,13
5,tr-006_01024,test_spanish_only,3,13,3,78,7,1,1,20
6,tr-005_00322,test_guarani_only,6,3,4,24,5,0,2,5
6,tr-009_02047,test_guarani_only,6,5,4,42,5,0,0,5
6,tr-007_01213,test_guarani_only,5,2,3,51,4,0,1,7
6,tr-010_02466,test_guarani_only,4,7,3,32,4,1,0,5
6,tr-008_01948,test_guarani_only,0,1,1,32,2,0,0,7
6,tr-007_01347,test_guarani_only,2,2,0,25,4,0,0,6
6,tr-007_01328,test_guarani_only,7,4,3,31,5,0,1,6
6,tr-010_02424,test_guarani_only,5,3,1,29,4,1,1,6
6,tr-007_01189,test_guarani_only,10,11,0,53,9,0,0,9
6,tr-007_01154,test_guarani_only,3,3,1,26,6,0,0,6
6,tr-008_01774,test_guarani_only,22,15,1,51,7,0,0,7
6,tr-009_02005,test_guarani_only,1,3,2,30,2,3,0,6
6,tr-010_02397,test_guarani_only,5,0,0,22,4,1,0,6
6,tr-010_02510,test_guarani_only,9,4,0,33,7,0,2,7
6,tr-008_01884,test_guarani_only,2,4,0,46,4,0,1,7
6,tr-010_02395,test_guarani_only,5,4,9,40,6,2,0,9
6,tr-009_02044,test_guarani_only,0,1,0,48,2,0,2,8
6,tr-010_02472,test_guarani_only,7,3,3,32,4,1,3,6
6,tr-005_00207,test_guarani_only,1,0,0,12,1,0,0,3
6,tr-008_01937,test_guarani_only,6,3,0,36,4,1,0,6
6,tr-010_02406,test_guarani_only,4,0,2,19,2,1,0,5
6,tr-009_02359,test_guarani_only,2,2,1,27,1,1,2,4
6,tr-007_01208,test_guarani_only,14,16,2,55,9,0,1,11
6,tr-010_02415,test_guarani_only,12,5,3,69,7,1,2,12
6,tr-008_01881,test_guarani_only,1,0,0,15,3,1,0,4
6,tr-010_02520,test_jehea,1,2,0,36,3,0,0,6
6,tr-008_01885,test_jehea,1,2,3,24,3,1,0,6
6,tr-010_02529,test_jehea,13,11,4,87,11,3,1,20
6,tr-007_01440,test_jehea,8,10,3,118,10,2,1,32
6,tr-009_02080,test_jehea,10,12,0,75,10,2,1,16
6,tr-009_02023,test_jehea,5,5,1,114,3,2,0,17
6,tr-007_01396,test_jehea,41,20,3,111,17,1,6,23
6,tr-008_01771,test_jehea,8,6,0,106,9,0,3,16
6,tr-008_01742,test_jehea,5,1,1,29,3,0,1,5
6,tr-007_01490,test_jehea,18,9,5,96,10,2,4,22
6,tr-010_02454,test_jehea,12,8,4,108,14,0,4,23
6,tr-010_02536,test_jehea,13,5,6,101,9,0,2,21
6,tr-007_01215,test_jehea,11,45,3,157,11,6,0,27
6,tr-007_01243,test_jehea,4,3,1,65,4,0,1,16
6,tr-009_02087,test_jehea,4,9,0,91,7,2,0,19
6,tr-008_01968,test_jehea,11,5,3,61,8,1,2,14
6,tr-006_00990,test_jehea,7,9,3,84,7,3,2,23
6,tr-005_00374,test_jehea,11,7,2,80,11,2,0,19
6,tr-005_00406,test_jehea,10,20,10,106,9,3,6,23
6,tr-005_00364,test_jehea,8,18,2,81,12,0,1,17
6,tr-005_00194,test_jehea,5,10,1,77,4,3,1,15
6,tr-005_00323,test_jehea,8,11,3,84,16,2,0,19
6,tr-010_02531,test_jehea,1,2,0,33,1,2,0,7
6,tr-005_00258,test_jehea,6,3,2,53,6,0,2,13
6,tr-005_00198,test_jehea,10,12,4,67,9,0,1,13
6,tr-005_00276,test_jehea,6,1,2,59,5,0,0,11
6,tr-005_00293,test_jehea,5,5,2,54,6,0,3,10
6,tr-005_00203,test_jehea,9,26,4,76,5,2,1,12
6,tr-005_00345,test_jehea,10,3,2,43,8,1,0,11
6,tr-005_00348,test_jehea,8,8,11,51,9,0,4,10
6,tr-005_00403,test_jehea,3,9,0,64,5,2,2,13
6,tr-006_00693,test_jehea,27,429,14,634,14,119,7,176
6,tr-005_00267,test_jehea,4,3,1,25,3,0,2,5
6,tr-010_02425,test_mixed,7,1,2,40,4,0,2,7
6,tr-005_00340,test_mixed,5,0,14,26,4,0,2,8
6,tr-007_01128,test_mixed,3,1,0,65,2,0,0,22
6,tr-008_01702,test_mixed,4,6,3,53,2,3,0,16
6,tr-005_00370,test_mixed,7,4,0,52,7,0,1,14
6,tr-005_00010,test_mixed,21,23,3,173,15,1,4,42
6,tr-008_01864,test_mixed,15,2,13,26,5,0,1,5
6,tr-008_01853,test_mixed,7,12,3,38,6,3,0,9
6,tr-007_01383,test_mixed,10,10,3,100,7,5,0,23
6,tr-011_02995,test_mixed,3,34,0,72,3,11,0,20
6,tr-009_02339,test_mixed,8,3,8,70,10,2,1,19
6,tr-009_02077,test_mixed,7,14,4,89,9,1,0,16
6,tr-008_01931,test_mixed,4,4,0,56,2,1,0,13
6,tr-005_00413,test_mixed,6,9,2,65,6,1,0,14
6,tr-008_01800,test_mixed,29,7,96,71,11,0,55,16
6,tr-011_02953,test_mixed,2,16,0,80,2,3,1,22
6,tr-006_00892,test_mixed,12,6,2,83,8,0,2,20
6,tr-007_01421,test_mixed,10,11,5,78,10,1,0,20
6,tr-007_01533,test_mixed,18,5,1,161,14,5,2,33
6,tr-006_00995,test_mixed,9,10,1,89,6,2,0,26
6,tr-009_02340,test_mixed,4,3,4,75,8,0,0,18
6,tr-005_00086,test_mixed,2,25,1,50,3,5,0,13
6,tr-005_00206,test_mixed,7,6,6,60,7,1,0,12
6,tr-005_00286,test_mixed,13,12,2,64,8,1,1,11
6,tr-005_00347,test_mixed,19,12,5,67,14,0,0,14
6,tr-005_00311,test_mixed,16,6,13,79,16,0,1,18
6,tr-005_00232,test_mixed,2,3,3,43,3,0,0,11
6,tr-006_00641,test_mixed,11,181,19,634,20,46,5,173
6,tr-007_01492,test_mixed,1,0,0,42,1,0,0,10
6,tr-008_01729,test_mixed,2,12,2,41,3,3,1,11
6,tr-006_00897,test_mixed,1,5,0,41,7,0,1,9
6,tr-010_02819,test_mixed,13,9,1,47,8,1,6,11
6,tr-006_00676,test_mixed,0,2,0,33,1,1,0,12
6,tr-010_02545,test_mixed,9,7,3,45,7,1,0,9
6,tr-011_02872,test_mixed,10,7,4,147,11,0,2,41
6,tr-010_02825,test_mixed,3,1,0,75,3,0,0,16
6,tr-009_02231,test_mixed,11,15,5,154,14,5,0,42
6,tr-007_01401,test_mixed,6,9,4,73,10,0,1,22
6,tr-007_01484,test_mixed,5,1,5,133,4,0,2,38
6,tr-007_01348,test_mixed,2,2,2,42,3,0,1,8
6,tr-009_02028,test_mixed,10,10,2,43,6,2,0,8
6,tr-009_02163,test_mixed,3,4,6,94,4,2,2,26
6,tr-008_01576,test_mixed,11,104,6,439,11,25,0,103
6,tr-006_01017,test_mixed,10,16,1,127,6,3,0,33
6,tr-011_03267,test_mixed,4,10,23,98,6,4,4,34
6,tr-006_00680,test_mixed,1,2,2,54,3,0,0,18
6,tr-006_00605,test_mixed,5,1,2,42,5,0,1,10
6,tr-008_01847,test_mixed,4,1,1,46,4,1,1,8
6,tr-011_03237,test_mixed,4,2,2,58,3,1,0,15
6,tr-009_02219,test_mixed,6,4,5,36,7,0,1,10
6,tr-008_01677,test_mixed,2,9,2,92,5,6,0,25
6,tr-006_01075,test_mixed,1,5,1,54,4,0,0,14
6,tr-006_01025,test_mixed,0,1,5,47,3,1,1,13
6,tr-008_01863,test_mixed,2,4,0,34,3,1,0,8
6,tr-010_02746,test_mixed,2,20,1,62,2,7,2,17
6,tr-006_01009,test_mixed,0,0,3,29,1,0,0,9
6,tr-009_02007,test_mixed,8,4,1,24,6,1,0,7
6,tr-007_01398,test_mixed,2,2,0,32,3,0,1,6
6,tr-006_00996,test_mixed,5,15,0,47,5,0,1,6
6,tr-011_03110,test_mixed,6,11,4,78,8,3,1,24
6,tr-008_01705,test_mixed,6,5,4,95,5,3,0,25
6,tr-007_01395,test_mixed,19,14,6,80,14,0,2,19
6,tr-005_00319,test_mixed,4,3,0,38,2,2,0,11
6,tr-008_01798,test_mixed,4,4,2,25,3,0,0,6
6,tr-007_01214,test_mixed,10,2,0,41,3,0,2,10
6,tr-006_00487,test_mixed,3,11,0,59,2,0,0,14
6,tr-007_01427,test_mixed,18,62,6,265,22,12,1,62
6,tr-011_03153,test_spanish_only,0,3,2,51,0,2,1,17
6,tr-010_02781,test_spanish_only,5,7,0,78,5,1,1,19
6,tr-011_03254,test_spanish_only,0,0,2,209,1,0,1,61
6,tr-005_00124,test_spanish_only,5,6,4,78,5,3,1,21
6,tr-005_00131,test_spanish_only,12,16,2,91,9,0,0,18
6,tr-010_02555,test_spanish_only,6,10,1,97,7,2,2,26
6,tr-010_02703,test_spanish_only,0,6,2,89,3,0,0,26
6,tr-009_02202,test_spanish_only,2,6,1,61,3,2,0,17
6,tr-011_02955,test_spanish_only,2,6,0,117,1,2,0,32
6,tr-011_03044,test_spanish_only,0,1,0,24,1,0,0,5
6,tr-006_00650,test_spanish_only,7,13,2,88,8,4,0,26
6,tr-007_01147,test_spanish_only,1,2,0,65,3,0,0,17
6,tr-010_02797,test_spanish_only,1,1,5,61,4,0,3,17
6,tr-010_02815,test_spanish_only,2,5,1,74,3,0,1,19
6,tr-011_02948,test_spanish_only,0,1,0,78,0,1,0,22
6,tr-005_00161,test_spanish_only,3,8,3,58,6,1,0,19
6,tr-011_03246,test_spanish_only,3,5,6,96,5,1,1,26
6,tr-006_00668,test_spanish_only,2,4,0,71,4,1,1,16
6,tr-011_02964,test_spanish_only,4,4,5,74,5,1,0,19
6,tr-006_00654,test_spanish_only,11,10,40,136,10,2,16,39
6,tr-011_03277,test_spanish_only,0,2,0,15,0,1,0,5
6,tr-010_02694,test_spanish_only,1,3,0,43,2,2,0,15
6,tr-011_03021,test_spanish_only,3,6,1,65,3,1,0,17
6,tr-011_03259,test_spanish_only,1,1,0,46,0,1,1,13
6,tr-006_01024,test_spanish_only,3,13,1,78,5,1,1,20
7,tr-005_00322,test_guarani_only,2,2,2,24,2,0,0,5
7,tr-009_02047,test_guarani_only,6,4,6,42,4,0,3,5
7,tr-007_01213,test_guarani_only,5,0,5,51,3,0,1,7
7,tr-010_02466,test_guarani_only,4,6,1,32,4,0,3,5
7,tr-008_01948,test_guarani_only,2,0,4,32,2,0,1,7
7,tr-007_01347,test_guarani_only,3,3,1,25,3,2,0,6
7,tr-007_01328,test_guarani_only,10,4,5,31,5,0,1,6
7,tr-010_02424,test_guarani_only,8,3,1,29,4,1,0,6
7,tr-007_01189,test_guarani_only,12,5,1,53,6,3,0,9
7,tr-007_01154,test_guarani_only,3,5,0,26,4,0,0,6
7,tr-008_01774,test_guarani_only,23,14,1,51,7,0,0,7
7,tr-009_02005,test_guarani_only,5,4,1,30,3,3,0,6
7,tr-010_02397,test_guarani_only,1,2,0,22,3,0,0,6
7,tr-010_02510,test_guarani_only,9,2,1,33,4,3,0,7
7,tr-008_01884,test_guarani_only,2,5,0,46,4,0,1,7
7,tr-010_02395,test_guarani_only,11,2,13,40,6,1,2,9
7,tr-009_02044,test_guarani_only,0,1,0,48,2,0,2,8
7,tr-010_02472,test_guarani_only,8,3,5,32,4,1,2,6
7,tr-005_00207,test_guarani_only,0,1,0,12,1,0,0,3
7,tr-008_01937,test_guarani_only,6,1,1,36,5,0,0,6
7,tr-010_02406,test_guarani_only,2,2,4,19,2,1,0,5
7,tr-009_02359,test_guarani_only,4,2,3,27,1,1,2,4
7,tr-007_01208,test_guarani_only,9,11,2,55,7,2,0,11
7,tr-010_02415,test_guarani_only,8,3,0,69,3,2,2,12
7,tr-008_01881,test_guarani_only,1,0,2,15,2,0,0,4
7,tr-010_02520,test_jehea,2,2,0,36,2,1,0,6
7,tr-008_01885,test_jehea,3,2,5,24,4,1,0,6
7,tr-010_02529,test_jehea,11,10,7,87,13,3,1,20
7,tr-007_01440,test_jehea,12,9,4,118,9,2,4,32
7,tr-009_02080,test_jehea,13,8,9,75,11,1,3,16
7,tr-009_02023,test_jehea,5,7,2,114,2,2,0,17
7,tr-007_01396,test_jehea,9,20,8,111,11,2,1,23
7,tr-008_01771,test_jehea,6,5,0,106,9,0,2,16
7,tr-008_01742,test_jehea,6,1,4,29,3,0,3,5
7,tr-007_01490,test_jehea,18,10,6,96,9,2,3,22
7,tr-010_02454,test_jehea,13,18,2,108,14,0,0,23
7,tr-010_02536,test_jehea,16,3,7,101,8,0,3,21
7,tr-007_01215,test_jehea,15,25,6,157,14,2,2,27
7,tr-007_01243,test_jehea,10,3,1,65,4,0,2,16
7,tr-009_02087,test_jehea,3,6,1,91,5,1,0,19
7,tr-008_01968,test_jehea,8,4,3,61,6,1,2,14
7,tr-006_00990,test_jehea,8,7,3,84,8,2,4,23
7,tr-005_00374,test_jehea,3,5,3,80,7,1,0,19
7,tr-005_00406,test_jehea,7,14,10,106,8,1,4,23
7,tr-005_00364,test_jehea,8,11,5,81,11,0,1,17
7,tr-005_00194,test_jehea,4,7,2,77,4,2,2,15
7,tr-005_00323,test_jehea,9,8,2,84,8,3,1,19
7,tr-010_02531,test_jehea,0,0,6,33,1,0,2,7
7,tr-005_00258,test_jehea,11,4,3,53,7,0,1,13
7,tr-005_00198,test_jehea,5,14,8,67,7,1,2,13
7,tr-005_00276,test_jehea,7,1,14,59,7,0,0,11
7,tr-005_00293,test_jehea,6,4,8,54,6,0,3,10
7,tr-005_00203,test_jehea,15,14,5,76,7,0,3,12
7,tr-005_00345,test_jehea,12,4,9,43,6,0,3,11
7,tr-005_00348,test_jehea,8,5,5,51,8,0,1,10
7,tr-005_00403,test_jehea,3,6,0,64,5,1,3,13
7,tr-006_00693,test_jehea,152,236,28,634,72,76,7,176
7,tr-005_00267,test_jehea,7,0,1,25,4,0,0,5
7,tr-010_02425,test_mixed,5,1,2,40,3,2,2,7
7,tr-005_00340,test_mixed,7,1,13,26,3,1,4,8
7,tr-007_01128,test_mixed,3,2,0,65,2,1,0,22
7,tr-008_01702,test_mixed,7,6,1,53,6,2,0,16
7,tr-005_00370,test_mixed,4,3,0,52,6,0,0,14
7,tr-005_00010,test_mixed,21,26,6,173,16,1,1,42
